회사명,거래소코드,회계년도,상장협코드,대표이사명,본사 주소,종업원,설립일,결산월,사업자등록번호,금감원등록번호,발행주식 액면가(원),발행주식 보통주,발행주식 우선주,외부감사기관,회계감사법인,통계청 한국표준산업분류 코드 11차(대분류),통계청 한국표준산업분류 11차(대분류),통계청 한국표준산업분류 코드 11차(중분류),통계청 한국표준산업분류 11차(중분류),자산총계(요약)(백만원),유동자산(요약)(백만원),당좌자산(요약)(백만원),현금 및 현금성자산(요약)(백만원),단기투자자산(요약)(백만원),단기예금(요약)(백만원),단기매매증권(요약)(백만원),단기대여금(요약)(백만원),기타단기투자자산(요약)(백만원),매출채권(요약)(백만원),*할인어음 또는 배서어음(요약)(백만원),기타당좌자산(요약)(백만원),재고자산(요약)(백만원),상품(요약)(백만원),제품(요약)(백만원),반제품(요약)(백만원),재공품(요약)(백만원),원재료(요약)(백만원),기타재고자산(요약)(백만원),임대주택자산(요약)(백만원),비유동자산(요약)(백만원),투자자산(요약)(백만원),*장기금융상품(요약)(백만원),*투자유가증권(장기투자증권)(요약)(백만원),유형자산(요약)(백만원),토지,건설중인자산,건물,기계장치,차량운반구,렌탈자산,설비자산,무형자산(요약)(백만원),기타비유동자산(요약)(백만원),이연자산(요약)(백만원),부채총계(요약)(백만원),유동부채(요약)(백만원),매입채무(요약)(백만원),단기차입금(요약)(백만원),유동성장기부채(요약)(백만원),기타유동부채(요약)(백만원),비유동부채(요약)(백만원),사채(요약)(백만원),장기차입금(요약)(백만원),제충당금(요약)(백만원),기타비유동부채(요약)(백만원),이연부채(요약)(백만원),자본총계(요약)(백만원),자본금(요약)(백만원),자본잉여금(요약)(백만원),자본조정(요약)(백만원),기타포괄손익누계액(요약)(백만원),이익잉여금(요약)(백만원),*미처분이익잉여금 및 차기이월미처분이익잉여금(요약)(백만원),*당기순이익(요약)(백만원),부채와자본총계(요약)(백만원),매출액(요약)(백만원),매출원가(요약)(백만원),매출총이익(요약)(백만원),판매비와 관리비(요약)(백만원),급료,퇴직급여(요약)(백만원),복리후생비(요약)(백만원),세금과공과(요약)(백만원),임차료(요약)(백만원),감가상각비,연구비,기타 판매비와 관리비(요약)(백만원),영업이익(요약)(백만원),영업외수익(요약)(백만원),이자수익(요약)(백만원),배당금수익(요약)(백만원),외환차익(요약)(백만원),외화환산이익(요약)(백만원),지분법이익(요약)(백만원),기타영업외수익(요약)(백만원),영업외비용(요약)(백만원),이자비용(요약)(백만원),외환차손(요약)(백만원),외화환산손실(요약)(백만원),지분법손실(요약)(백만원),기타영업외비용(요약)(백만원),법인세비용차감전(계속사업)손익(요약)(백만원),(계속사업손익)법인세비용(요약)(백만원),계속사업이익(요약)(백만원),중단사업이익(요약)(백만원),*법인세효과(요약)(백만원),당기순이익(요약)(백만원),주당계속사업이익(요약)(원),주당순이익(요약)(원),희석화주당계속사업이익(요약)(원),희석화주당순이익(요약)(원),CPA수정후 당기순이익(요약)(백만원),*주당경상이익(2007년 이전 발생)(요약)(원),*희석화주당경상이익(2007년 이전 발생)(요약)(원),영업활동으로 인한 현금흐름(요약)(백만원),당기순이익(요약)(백만원).1,현금의 유출이 없는 비용 등 가산(요약)(백만원),*감가상각비,*전기오류수정손익(요약)(백만원),현금의 유입이없는 수익등의 차감(요약)(백만원),*전기오류수정손익(요약)(백만원).1,영업활동으로 인한 자산 및 부채의변동(요약)(백만원),영업활동으로 인한 자산의 감소(증가)(요약)(백만원),영업활동으로 인한 부채의 증가(감소)(요약)(백만원),투자활동으로 인한 현금흐름(요약)(백만원),투자활동으로 인한 현금유입액(요약)(백만원),투자활동으로 인한 현금유출액(요약)(백만원),재무활동으로 인한 현금흐름(요약)(백만원),재무활동으로 인한 현금유입액(요약)(백만원),재무활동으로 인한 현금유출액(요약)(백만원),영업,합병분할(영업양수도)으로 인한 증가(감소)(요약)(백만원),환율변동으로 인한 차이조정(요약)(백만원),현금의 증가(감소)(요약)(백만원),기초현금(요약)(백만원),기말현금(요약)(백만원),현금등가물(요약)(백만원),현금의 수입과 지출이 없는 거래(요약)(백만원),M코드
(주)거성개발,94882,2019/12,94882,조동윤,경기도 여주시 흥천면 흥천로 308-119 (귀백리),8,2005/10/18,12,126-81-90443,1455979,5000,462000,0,대성삼경회계법인,-,7,광업,7,비금속광물 광업; 연료용 제외,20438.0,5996.0,4803.0,22.0,33.0,0.0,0.0,33.0,0.0,2173.0,0.0,2576.0,1193.0,226.0,967.0,0.0,0.0,0.0,0.0,0.0,14442.0,1219.0,0.0,1219.0,10315.0,2713.0,0.0,0.0,7524.0,69.0,0.0,9.0,0.0,2908.0,0.0,18663.0,11322.0,0.0,4815.0,1104.0,5403.0,7341.0,0.0,7298.0,44.0,0.0,0.0,1775.0,2300.0,0.0,0.0,0.0,-525.0,-525.0,799.0,20438.0,11114.0,9024.0,2090.0,752.0,34.0,-8.0,19.0,16.0,2.0,2264.0,0.0,690.0,1338.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,316.0,183.0,0.0,0.0,0.0,133.0,1023.0,225.0,799.0,0.0,0.0,799.0,1736.0,1736.0,0.0,0.0,0.0,,,-136.0,799.0,315.0,267.0,0.0,0.0,0.0,-1250.0,-3642.0,2393.0,-10201.0,1316.0,11517.0,9938.0,10917.0,979.0,0.0,0.0,0.0,-399.0,421.0,22.0,0.0,0.0,M02
(주)거성개발,94882,2020/12,94882,조동윤,경기도 여주시 흥천면 흥천로 308-119 (귀백리),8,2005/10/18,12,126-81-90443,1455979,5000,462000,0,대성삼경회계법인,신한회계법인,7,광업,7,비금속광물 광업; 연료용 제외,29875.0,8401.0,7441.0,231.0,4568.0,0.0,0.0,4568.0,0.0,2321.0,0.0,320.0,960.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,21474.0,1869.0,650.0,1219.0,15953.0,5983.0,22.0,0.0,9437.0,495.0,0.0,16.0,552.0,3099.0,0.0,27934.0,22205.0,0.0,294.0,5103.0,16809.0,5729.0,0.0,5306.0,423.0,0.0,0.0,1941.0,2310.0,0.0,0.0,0.0,-369.0,-369.0,156.0,29875.0,15478.0,13979.0,1499.0,1042.0,183.0,22.0,36.0,10.0,107.0,2284.0,0.0,664.0,456.0,82.0,2.0,0.0,0.0,0.0,0.0,80.0,314.0,304.0,0.0,0.0,0.0,10.0,224.0,68.0,156.0,0.0,0.0,156.0,337.0,337.0,0.0,0.0,156.0,,,4623.0,156.0,1188.0,1099.0,0.0,73.0,0.0,3352.0,7274.0,-3922.0,-2731.0,6887.0,9619.0,-1682.0,1695.0,3377.0,0.0,0.0,0.0,209.0,22.0,231.0,0.0,3752.0,M02
(주)거성개발,94882,2021/12,94882,조동윤,경기도 여주시 흥천면 흥천로 308-119 (귀백리),8,2005/10/18,12,126-81-90443,1455979,5000,462000,0,대성삼경회계법인,신한회계법인,7,광업,7,비금속광물 광업; 연료용 제외,29462.0,10061.0,9399.0,230.0,3597.0,0.0,0.0,3597.0,0.0,2444.0,0.0,3128.0,662.0,0.0,662.0,0.0,0.0,0.0,0.0,0.0,19400.0,1905.0,685.0,1219.0,16944.0,6211.0,0.0,0.0,10142.0,577.0,0.0,14.0,438.0,113.0,0.0,27301.0,25128.0,0.0,1554.0,7535.0,16039.0,2174.0,0.0,1755.0,419.0,0.0,0.0,2160.0,2310.0,0.0,0.0,0.0,-150.0,-150.0,219.0,29462.0,26298.0,22708.0,3590.0,2466.0,386.0,40.0,12.0,20.0,245.0,2387.0,0.0,1640.0,1124.0,185.0,4.0,0.0,0.0,0.0,0.0,180.0,915.0,547.0,0.0,0.0,0.0,367.0,394.0,174.0,219.0,0.0,0.0,219.0,475.0,475.0,0.0,0.0,219.0,,,2482.0,219.0,1741.0,1317.0,0.0,128.0,0.0,650.0,176.0,474.0,-1259.0,6016.0,7275.0,-1223.0,521.0,1744.0,0.0,0.0,0.0,-1.0,231.0,230.0,0.0,6909.0,M02
(주)거성개발,94882,2022/12,94882,조동윤,경기도 여주시 흥천면 흥천로 308-119 (귀백리),8,2005/10/18,12,126-81-90443,1455979,5000,462000,0,대성삼경회계법인,-,7,광업,7,비금속광물 광업; 연료용 제외,26060.0,8469.0,8107.0,169.0,2686.0,0.0,0.0,2686.0,0.0,797.0,0.0,4455.0,363.0,0.0,363.0,0.0,0.0,0.0,0.0,0.0,17591.0,1905.0,685.0,1219.0,15266.0,6211.0,0.0,0.0,8238.0,794.0,0.0,23.0,324.0,96.0,0.0,41120.0,34882.0,0.0,3389.0,5044.0,26449.0,6238.0,0.0,5792.0,447.0,0.0,0.0,-15060.0,2310.0,0.0,0.0,0.0,-17370.0,-17370.0,-17220.0,26060.0,15912.0,29597.0,-13686.0,1499.0,429.0,35.0,9.0,25.0,179.0,2400.0,0.0,686.0,-15185.0,164.0,9.0,0.0,0.0,0.0,0.0,155.0,2143.0,945.0,0.0,0.0,0.0,1197.0,-17163.0,57.0,-17220.0,0.0,0.0,-17220.0,-37273.0,-37273.0,0.0,0.0,0.0,,,-1919.0,-17220.0,3226.0,1476.0,0.0,152.0,0.0,12228.0,1931.0,10297.0,-1524.0,4965.0,6489.0,3381.0,8909.0,5528.0,0.0,0.0,0.0,-62.0,230.0,169.0,0.0,0.0,M02
(주)거성개발,94882,2023/12,94882,조동윤,경기도 여주시 흥천면 흥천로 308-119 (귀백리),8,2005/10/18,12,126-81-90443,1455979,5000,462000,0,대성삼경회계법인,대성삼경회계법인,7,광업,7,비금속광물 광업; 연료용 제외,9449.0,2498.0,2498.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6951.0,0.0,0.0,0.0,6900.0,6211.0,0.0,0.0,417.0,269.0,0.0,2.0,0.0,51.0,0.0,34577.0,34403.0,0.0,5757.0,3035.0,25611.0,175.0,0.0,0.0,175.0,0.0,0.0,-25129.0,2310.0,0.0,0.0,0.0,-27439.0,-27439.0,-10069.0,9449.0,1887.0,4478.0,-2590.0,908.0,344.0,47.0,21.0,43.0,128.0,2390.0,0.0,199.0,-3498.0,951.0,1.0,0.0,0.0,0.0,0.0,950.0,7521.0,373.0,0.0,0.0,0.0,7148.0,-10069.0,0.0,-10069.0,0.0,0.0,-10069.0,-21794.0,-21794.0,0.0,0.0,-10069.0,,,-6513.0,-10069.0,6721.0,511.0,0.0,940.0,0.0,-2226.0,-1034.0,-1192.0,11779.0,11825.0,47.0,-5433.0,5580.0,11012.0,0.0,0.0,0.0,-167.0,169.0,1.0,0.0,686.0,M02
(주)건우기업,47015,2010/12,47015,변천섭,"인천광역시 강화군 양사면 인화로 356 (인화리, (주)건우기업)",51,1993/12/06,12,136-81-09819,569105,5000,200000,0,신한회계법인,제231호공인회계사감사반,7,광업,7,비금속광물 광업; 연료용 제외,24965.0,7983.0,7899.0,4416.0,1939.0,1939.0,0.0,0.0,0.0,1369.0,0.0,175.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,16982.0,3396.0,3393.0,3.0,13451.0,10744.0,0.0,33.0,2618.0,39.0,0.0,17.0,80.0,55.0,0.0,10318.0,6215.0,653.0,2805.0,1514.0,1243.0,4103.0,1000.0,2436.0,1739.0,-1072.0,0.0,14646.0,1000.0,0.0,0.0,0.0,13646.0,13646.0,2612.0,24965.0,12160.0,5784.0,6376.0,2723.0,2059.0,243.0,77.0,19.0,23.0,46.0,0.0,255.0,3653.0,145.0,39.0,0.0,0.0,0.0,0.0,106.0,514.0,489.0,0.0,0.0,0.0,25.0,3284.0,672.0,2612.0,0.0,0.0,2612.0,13062.0,13062.0,0.0,0.0,2612.0,0.0,0.0,3432.0,2612.0,1053.0,758.0,0.0,88.0,0.0,-145.0,-184.0,38.0,-7527.0,449.0,7976.0,2901.0,3795.0,894.0,0.0,0.0,0.0,-1194.0,5610.0,4416.0,0.0,1514.0,M02
(주)건우기업,47015,2011/12,47015,변천섭,"인천광역시 강화군 양사면 인화로 356 (인화리, (주)건우기업)",51,1993/12/06,12,136-81-09819,569105,5000,200000,0,신한회계법인,제231호공인회계사감사반,7,광업,7,비금속광물 광업; 연료용 제외,23452.0,6950.0,6287.0,3588.0,1290.0,1279.0,0.0,11.0,0.0,981.0,0.0,429.0,663.0,0.0,663.0,0.0,0.0,0.0,0.0,0.0,16502.0,2800.0,2797.0,3.0,13506.0,10812.0,0.0,263.0,2350.0,33.0,0.0,47.0,62.0,135.0,0.0,7822.0,5463.0,375.0,2600.0,1596.0,893.0,2359.0,1000.0,1331.0,1464.0,-1436.0,0.0,15630.0,1000.0,0.0,0.0,0.0,14630.0,14629.0,984.0,23452.0,9844.0,5774.0,4069.0,2788.0,1656.0,478.0,81.0,17.0,123.0,64.0,0.0,369.0,1281.0,333.0,201.0,0.0,0.0,0.0,0.0,132.0,481.0,459.0,0.0,0.0,0.0,22.0,1134.0,150.0,984.0,0.0,0.0,984.0,4919.0,4919.0,0.0,0.0,0.0,0.0,0.0,375.0,984.0,1355.0,852.0,0.0,823.0,0.0,-1141.0,-438.0,-703.0,-49.0,4546.0,4595.0,-1154.0,2675.0,3829.0,0.0,0.0,0.0,-829.0,4416.0,3588.0,0.0,1596.0,M02
(주)건우기업,47015,2012/12,47015,변천섭,"인천광역시 강화군 양사면 인화로 356 (인화리, (주)건우기업)",51,1993/12/06,12,136-81-09819,569105,5000,200000,0,신한회계법인,제231호공인회계사감사반,7,광업,7,비금속광물 광업; 연료용 제외,24131.0,8495.0,7868.0,3860.0,2285.0,2275.0,0.0,10.0,0.0,1511.0,0.0,213.0,626.0,0.0,306.0,0.0,0.0,0.0,320.0,0.0,15637.0,1716.0,1292.0,3.0,13750.0,10869.0,0.0,680.0,2101.0,68.0,0.0,32.0,44.0,128.0,0.0,7847.0,4970.0,200.0,2100.0,1974.0,696.0,2877.0,0.0,2877.0,1162.0,-1162.0,0.0,16284.0,1000.0,0.0,0.0,0.0,15284.0,15284.0,654.0,24131.0,10230.0,6094.0,4136.0,3163.0,1375.0,121.0,79.0,21.0,117.0,61.0,0.0,1389.0,972.0,230.0,138.0,0.0,0.0,0.0,0.0,92.0,384.0,331.0,0.0,0.0,0.0,53.0,819.0,164.0,654.0,0.0,0.0,654.0,3272.0,3272.0,0.0,0.0,0.0,0.0,0.0,586.0,654.0,885.0,707.0,0.0,496.0,0.0,-457.0,-284.0,-173.0,-540.0,2780.0,3320.0,226.0,4620.0,4394.0,0.0,0.0,0.0,273.0,3588.0,3860.0,0.0,1974.0,M02
(주)건우기업,47015,2013/12,47015,변천섭,"인천광역시 강화군 양사면 인화로 356 (인화리, (주)건우기업)",51,1993/12/06,12,136-81-09819,569105,5000,200000,0,신한회계법인,제231호공인회계사감사반,7,광업,7,비금속광물 광업; 연료용 제외,24023.0,7579.0,7196.0,3548.0,2351.0,2340.0,0.0,12.0,0.0,1138.0,0.0,159.0,383.0,0.0,251.0,0.0,0.0,0.0,132.0,0.0,16444.0,2865.0,2232.0,3.0,13458.0,10869.0,0.0,655.0,1832.0,72.0,0.0,30.0,26.0,96.0,0.0,6588.0,5186.0,272.0,3000.0,1014.0,899.0,1402.0,0.0,1402.0,1371.0,-1371.0,0.0,17434.0,1000.0,0.0,0.0,0.0,16434.0,16434.0,1150.0,24023.0,10002.0,5943.0,4058.0,2380.0,1319.0,193.0,70.0,154.0,89.0,62.0,0.0,494.0,1678.0,143.0,51.0,0.0,0.0,0.0,0.0,91.0,370.0,344.0,0.0,0.0,0.0,26.0,1450.0,300.0,1150.0,0.0,0.0,1150.0,5751.0,5751.0,0.0,0.0,0.0,0.0,0.0,3120.0,1150.0,1046.0,829.0,0.0,22.0,0.0,945.0,670.0,275.0,-1898.0,152.0,2050.0,-1534.0,440.0,1974.0,0.0,0.0,0.0,-313.0,3860.0,3548.0,0.0,1014.0,M02
(주)건우기업,47015,2014/12,47015,변천섭,"인천광역시 강화군 양사면 인화로 356 (인화리, (주)건우기업)",51,1993/12/06,12,136-81-09819,569105,5000,200000,0,신한회계법인,제231호공인회계사감사반,7,광업,7,비금속광물 광업; 연료용 제외,26497.0,9284.0,8966.0,4811.0,2939.0,2930.0,0.0,10.0,0.0,967.0,0.0,249.0,318.0,0.0,69.0,0.0,0.0,0.0,248.0,0.0,17213.0,3450.0,2524.0,22.0,13739.0,10869.0,0.0,793.0,1821.0,226.0,0.0,31.0,8.0,16.0,0.0,5807.0,4907.0,154.0,2800.0,502.0,1451.0,900.0,0.0,900.0,1565.0,-1565.0,0.0,20690.0,1000.0,0.0,0.0,0.0,19690.0,19689.0,3255.0,26497.0,12713.0,6295.0,6419.0,2153.0,1350.0,202.0,74.0,35.0,9.0,122.0,0.0,361.0,4266.0,163.0,86.0,0.0,0.0,0.0,0.0,78.0,279.0,259.0,0.0,0.0,0.0,20.0,4150.0,894.0,3255.0,0.0,0.0,3255.0,16277.0,16277.0,0.0,0.0,0.0,0.0,0.0,4795.0,3255.0,987.0,751.0,0.0,52.0,0.0,605.0,146.0,459.0,-2292.0,2390.0,4682.0,-1240.0,0.0,1240.0,0.0,0.0,0.0,1263.0,3548.0,4811.0,0.0,502.0,M02
